State (FIPS Code),County of current residence,Census Tract,Block Group,Qualifying Name,FIPS,Civilian Population in Labor Force 16 Years and Over:,Civilian Population in Labor Force 16 Years and Over: Employed,Civilian Population in Labor Force 16 Years and Over: Unemployed,Population 25 Years and Over:,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Graduate (Includes Equivalency),Population 25 Years and Over: Some College,Population 25 Years and Over: Bachelor's Degree,Population 25 Years and Over: Master's Degree,Population 25 Years and Over: Professional School Degree,Population 25 Years and Over: Doctorate Degree,Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty,Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level
Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_BLKGRP,Geo_QName,Geo_FIPS,SE_A17005_001,SE_A17005_002,SE_A17005_003,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003
09,001,020700,1,"Block Group 1, Census Tract 207, Fairfield County, Connecticut",090010207001,580,566,14,689,43,54,154,255,118,65,0,820,820,669,7,0,50,0,94,0,820,726,669,7,0,50,0,0,0,94,0,0,0,0,0,94,0,,,
09,001,020700,2,"Block Group 2, Census Tract 207, Fairfield County, Connecticut",090010207002,683,674,9,844,69,136,131,396,92,10,10,1319,1319,928,39,68,39,0,100,145,1319,908,712,32,68,39,0,0,57,411,216,7,0,0,0,100,88,,,
09,001,020700,3,"Block Group 3, Census Tract 207, Fairfield County, Connecticut",090010207003,156,156,0,314,8,19,50,67,82,88,0,385,385,347,0,0,38,0,0,0,385,353,315,0,0,38,0,0,0,32,32,0,0,0,0,0,0,,,
09,001,020700,4,"Block Group 4, Census Tract 207, Fairfield County, Connecticut",090010207004,856,826,30,1261,72,371,262,339,159,37,21,1742,1742,1576,22,0,89,0,0,55,1742,1717,1563,22,0,89,0,0,43,25,13,0,0,0,0,0,12,,,
09,001,020800,1,"Block Group 1, Census Tract 208, Fairfield County, Connecticut",090010208001,427,404,23,526,29,73,79,142,173,30,0,760,760,624,7,8,29,0,0,92,760,698,624,7,0,29,0,0,38,62,0,0,8,0,0,0,54,,,
09,001,020800,2,"Block Group 2, Census Tract 208, Fairfield County, Connecticut",090010208002,471,463,8,586,16,80,165,119,142,39,25,756,756,596,0,0,57,0,0,103,756,653,596,0,0,57,0,0,0,103,0,0,0,0,0,0,103,,,
09,001,020800,3,"Block Group 3, Census Tract 208, Fairfield County, Connecticut",090010208003,732,714,18,869,19,201,194,233,214,8,0,1235,1235,1054,11,0,118,0,28,24,1235,1098,923,11,0,118,0,22,24,137,131,0,0,0,0,6,0,,,
09,001,020900,1,"Block Group 1, Census Tract 209, Fairfield County, Connecticut",090010209001,886,844,42,1071,139,264,157,351,114,46,0,1787,1787,1094,631,0,0,0,62,0,1787,1578,955,623,0,0,0,0,0,209,139,8,0,0,0,62,0,,,
09,001,020900,2,"Block Group 2, Census Tract 209, Fairfield County, Connecticut",090010209002,1099,1052,47,1321,62,316,229,354,317,17,26,1880,1880,888,120,113,297,0,392,70,1880,1143,748,91,0,297,0,0,7,737,140,29,113,0,0,392,63,,,
09,001,020900,3,"Block Group 3, Census Tract 209, Fairfield County, Connecticut",090010209003,889,795,94,1070,54,317,274,317,65,29,14,1530,1530,1348,2,0,18,0,110,52,1530,1129,1101,2,0,18,0,0,8,401,247,0,0,0,0,110,44,,,
09,001,021000,1,"Block Group 1, Census Tract 210, Fairfield County, Connecticut",090010210001,811,720,91,927,32,170,194,365,115,35,16,1286,1286,875,384,0,14,0,0,13,1286,1279,875,384,0,14,0,0,6,7,0,0,0,0,0,0,7,,,
09,001,021000,2,"Block Group 2, Census Tract 210, Fairfield County, Connecticut",090010210002,1242,1199,43,1343,30,232,99,582,266,90,44,2137,2137,1682,99,0,60,0,78,218,2137,1865,1586,97,0,60,0,0,122,272,96,2,0,0,0,78,96,,,
09,001,021100,1,"Block Group 1, Census Tract 211, Fairfield County, Connecticut",090010211001,1235,1099,136,1417,403,353,143,264,102,152,0,2259,2259,1587,0,0,17,0,26,629,2259,1011,961,0,0,17,0,26,7,1248,626,0,0,0,0,0,622,,,
09,001,021100,2,"Block Group 2, Census Tract 211, Fairfield County, Connecticut",090010211002,1253,1132,121,1527,218,293,288,368,360,0,0,2130,2130,1519,121,0,66,0,201,223,2130,1547,1277,121,0,66,0,0,83,583,242,0,0,0,0,201,140,,,
09,001,021100,3,"Block Group 3, Census Tract 211, Fairfield County, Connecticut",090010211003,367,349,18,384,0,217,54,32,59,22,0,584,584,283,73,0,26,0,0,202,584,403,283,73,0,26,0,0,21,181,0,0,0,0,0,0,181,,,
09,001,021100,4,"Block Group 4, Census Tract 211, Fairfield County, Connecticut",090010211004,1295,1273,22,1518,469,397,113,403,129,0,7,1921,1921,833,325,0,264,0,320,179,1921,942,361,281,0,264,0,0,36,979,472,44,0,0,0,320,143,,,
09,001,021200,1,"Block Group 1, Census Tract 212, Fairfield County, Connecticut",090010212001,779,754,25,908,15,31,138,356,265,97,6,1228,1228,864,10,18,231,0,34,71,1228,1016,711,9,0,231,0,12,53,212,153,1,18,0,0,22,18,,,
09,001,021200,2,"Block Group 2, Census Tract 212, Fairfield County, Connecticut",090010212002,906,888,18,1263,160,115,208,368,307,40,65,1668,1668,1477,70,0,60,0,46,15,1668,1266,1121,70,0,60,0,0,15,402,356,0,0,0,0,46,0,,,
09,001,021200,3,"Block Group 3, Census Tract 212, Fairfield County, Connecticut",090010212003,937,904,33,1089,7,117,277,398,256,23,11,1522,1522,1274,0,0,161,0,33,54,1522,1483,1268,0,0,161,0,0,54,39,6,0,0,0,0,33,0,,,
09,001,021300,1,"Block Group 1, Census Tract 213, Fairfield County, Connecticut",090010213001,436,404,32,624,58,170,161,158,39,38,0,865,865,499,0,0,74,0,34,258,865,581,499,0,0,74,0,0,8,284,0,0,0,0,0,34,250,,,
09,001,021300,2,"Block Group 2, Census Tract 213, Fairfield County, Connecticut",090010213002,1669,1580,89,1865,310,365,385,418,339,34,14,2596,2596,1327,434,0,293,0,48,494,2596,1458,687,434,0,293,0,13,31,1138,640,0,0,0,0,35,463,,,
09,001,021300,3,"Block Group 3, Census Tract 213, Fairfield County, Connecticut",090010213003,942,926,16,1064,78,208,196,264,266,22,30,1199,1199,856,67,0,72,0,107,97,1199,967,782,67,0,72,0,0,46,232,74,0,0,0,0,107,51,,,
09,001,021401,1,"Block Group 1, Census Tract 214.01, Fairfield County, Connecticut",090010214011,328,328,0,378,0,21,5,239,92,0,21,429,429,144,285,0,0,0,0,0,429,385,100,285,0,0,0,0,0,44,44,0,0,0,0,0,0,,,
09,001,021401,2,"Block Group 2, Census Tract 214.01, Fairfield County, Connecticut",090010214012,1498,1406,92,1632,494,512,125,296,47,149,9,2634,2634,743,376,0,195,0,1028,292,2634,814,243,376,0,195,0,0,0,1820,500,0,0,0,0,1028,292,,,
09,001,021401,3,"Block Group 3, Census Tract 214.01, Fairfield County, Connecticut",090010214013,173,164,9,302,159,53,9,81,0,0,0,521,521,90,0,0,0,0,431,0,521,90,90,0,0,0,0,0,0,431,0,0,0,0,0,431,0,,,
09,001,021402,1,"Block Group 1, Census Tract 214.02, Fairfield County, Connecticut",090010214021,105,105,0,193,55,84,0,18,0,36,0,264,264,187,77,0,0,0,0,0,264,113,36,77,0,0,0,0,0,151,151,0,0,0,0,0,0,,,
09,001,021402,2,"Block Group 2, Census Tract 214.02, Fairfield County, Connecticut",090010214022,651,569,82,854,61,194,92,223,227,44,13,1309,1309,761,340,0,8,0,194,6,1309,932,584,340,0,8,0,0,0,377,177,0,0,0,0,194,6,,,
09,001,021402,3,"Block Group 3, Census Tract 214.02, Fairfield County, Connecticut",090010214023,1106,1061,45,1351,56,668,257,205,0,165,0,1733,1733,743,641,0,229,0,56,64,1733,1071,216,626,0,229,0,0,0,662,527,15,0,0,0,56,64,,,
09,001,021501,1,"Block Group 1, Census Tract 215.01, Fairfield County, Connecticut",090010215011,1028,975,53,983,351,215,232,75,109,0,1,1738,1738,604,238,0,121,0,325,450,1738,428,87,220,0,121,0,0,0,1310,517,18,0,0,0,325,450,,,
09,001,021501,2,"Block Group 2, Census Tract 215.01, Fairfield County, Connecticut",090010215012,773,730,43,1033,376,285,85,224,63,0,0,1619,1619,197,556,0,200,0,582,84,1619,1010,197,556,0,200,0,19,38,609,0,0,0,0,0,563,46,,,
09,001,021501,3,"Block Group 3, Census Tract 215.01, Fairfield County, Connecticut",090010215013,433,343,90,630,201,193,200,36,0,0,0,951,951,97,455,0,0,0,387,12,951,455,0,455,0,0,0,0,0,496,97,0,0,0,0,387,12,,,
09,001,021502,1,"Block Group 1, Census Tract 215.02, Fairfield County, Connecticut",090010215021,972,902,70,1200,476,317,223,157,27,0,0,1910,1910,333,887,0,0,0,623,67,1910,1054,167,887,0,0,0,0,0,856,166,0,0,0,0,623,67,,,
09,001,021502,2,"Block Group 2, Census Tract 215.02, Fairfield County, Connecticut",090010215022,363,363,0,486,81,95,135,147,28,0,0,590,590,295,135,0,0,0,120,40,590,228,93,135,0,0,0,0,0,362,202,0,0,0,0,120,40,,,
09,001,021601,1,"Block Group 1, Census Tract 216.01, Fairfield County, Connecticut",090010216011,1441,1318,123,1685,39,291,268,431,503,74,79,2018,2018,788,308,27,685,0,68,142,2018,1695,654,288,27,685,0,30,11,323,134,20,0,0,0,38,131,,,
09,001,021601,2,"Block Group 2, Census Tract 216.01, Fairfield County, Connecticut",090010216012,1071,1055,16,1028,69,137,147,466,148,29,32,1308,1308,829,367,0,0,0,0,112,1308,1212,776,367,0,0,0,0,69,96,53,0,0,0,0,0,43,,,
09,001,021602,1,"Block Group 1, Census Tract 216.02, Fairfield County, Connecticut",090010216021,927,879,48,1339,145,202,228,425,297,0,42,2232,2232,541,319,0,703,0,523,146,2232,1481,435,307,0,703,0,0,36,751,106,12,0,0,0,523,110,,,
09,001,021602,2,"Block Group 2, Census Tract 216.02, Fairfield County, Connecticut",090010216022,828,828,0,1038,12,65,91,542,221,99,8,1284,1284,806,49,0,378,0,39,12,1284,1194,767,49,0,378,0,0,0,90,39,0,0,0,0,39,12,,,
09,001,021602,3,"Block Group 3, Census Tract 216.02, Fairfield County, Connecticut",090010216023,1071,1043,28,1060,0,77,52,775,156,0,0,1224,1224,453,488,0,102,0,0,181,1224,1047,437,478,0,102,0,0,30,177,16,10,0,0,0,0,151,,,
09,001,021701,1,"Block Group 1, Census Tract 217.01, Fairfield County, Connecticut",090010217011,1622,1610,12,2060,338,418,245,652,256,151,0,2833,2833,1026,574,0,325,0,656,252,2833,2042,987,574,0,325,0,0,156,791,39,0,0,0,0,656,96,,,
09,001,021701,2,"Block Group 2, Census Tract 217.01, Fairfield County, Connecticut",090010217012,610,595,15,686,16,67,230,294,79,0,0,1069,1069,490,480,0,33,0,12,54,1069,733,297,403,0,33,0,0,0,336,193,77,0,0,0,12,54,,,
09,001,021702,1,"Block Group 1, Census Tract 217.02, Fairfield County, Connecticut",090010217021,751,708,43,808,28,0,192,401,121,12,54,1324,1324,463,398,0,350,0,4,109,1324,1258,463,398,0,350,0,0,47,66,0,0,0,0,0,4,62,,,
09,001,021702,2,"Block Group 2, Census Tract 217.02, Fairfield County, Connecticut",090010217022,75,75,0,129,29,30,17,26,25,0,2,129,129,93,0,0,36,0,0,0,129,89,53,0,0,36,0,0,0,40,40,0,0,0,0,0,0,,,
09,001,021702,3,"Block Group 3, Census Tract 217.02, Fairfield County, Connecticut",090010217023,1259,1167,92,1418,81,121,198,800,155,49,14,1721,1721,1137,186,0,297,0,0,101,1721,1477,985,186,0,297,0,0,9,244,152,0,0,0,0,0,92,,,
09,001,021702,4,"Block Group 4, Census Tract 217.02, Fairfield County, Connecticut",090010217024,734,734,0,660,16,0,117,416,96,15,0,900,900,806,0,0,80,0,0,14,900,469,375,0,0,80,0,0,14,431,431,0,0,0,0,0,0,,,
09,001,021801,1,"Block Group 1, Census Tract 218.01, Fairfield County, Connecticut",090010218011,1518,1465,53,1890,158,292,345,574,414,18,89,2406,2406,1436,59,0,492,0,212,207,2406,1659,984,59,0,492,0,39,85,747,452,0,0,0,0,173,122,,,
09,001,021801,2,"Block Group 2, Census Tract 218.01, Fairfield County, Connecticut",090010218012,1240,1135,105,1436,73,503,224,322,204,110,0,2345,2345,1480,397,0,161,23,199,85,2345,1689,1139,371,0,161,0,0,18,656,341,26,0,0,23,199,67,,,
09,001,021802,1,"Block Group 1, Census Tract 218.02, Fairfield County, Connecticut",090010218021,562,549,13,693,128,311,98,94,49,0,13,1039,1039,690,9,0,118,0,166,56,1039,566,437,0,0,118,0,0,11,473,253,9,0,0,0,166,45,,,
09,001,021802,2,"Block Group 2, Census Tract 218.02, Fairfield County, Connecticut",090010218022,1695,1569,126,2224,101,523,553,661,258,29,99,2543,2543,1377,557,11,237,0,285,76,2543,2010,1182,557,11,237,0,23,0,533,195,0,0,0,0,262,76,,,
09,001,021802,3,"Block Group 3, Census Tract 218.02, Fairfield County, Connecticut",090010218023,917,851,66,952,247,231,341,124,0,9,0,1790,1790,466,46,153,149,0,840,136,1790,384,189,46,0,149,0,0,0,1406,277,0,153,0,0,840,136,,,
09,001,021900,1,"Block Group 1, Census Tract 219, Fairfield County, Connecticut",090010219001,509,498,11,678,71,246,205,59,84,13,0,727,727,649,0,0,0,0,78,0,727,564,564,0,0,0,0,0,0,163,85,0,0,0,0,78,0,,,
09,001,021900,2,"Block Group 2, Census Tract 219, Fairfield County, Connecticut",090010219002,878,765,113,1167,48,62,634,168,225,30,0,1286,1286,1058,0,0,116,0,98,14,1286,1189,1039,0,0,116,0,34,0,97,19,0,0,0,0,64,14,,,
09,001,021900,3,"Block Group 3, Census Tract 219, Fairfield County, Connecticut",090010219003,1469,1394,75,1684,108,406,494,391,173,92,20,2622,2622,1337,170,0,342,0,659,114,2622,1754,1255,157,0,342,0,0,0,868,82,13,0,0,0,659,114,,,
09,001,021900,4,"Block Group 4, Census Tract 219, Fairfield County, Connecticut",090010219004,1066,1066,0,1100,137,230,222,271,81,7,152,1506,1506,1044,40,0,147,0,172,103,1506,1116,826,40,0,147,0,0,103,390,218,0,0,0,0,172,0,,,
09,001,022000,1,"Block Group 1, Census Tract 220, Fairfield County, Connecticut",090010220001,1602,1566,36,1528,53,152,467,422,373,49,12,2036,2036,1399,107,0,31,0,12,487,2036,1832,1348,96,0,31,0,0,357,204,51,11,0,0,0,12,130,,,
09,001,022000,2,"Block Group 2, Census Tract 220, Fairfield County, Connecticut",090010220002,671,622,49,683,208,169,180,68,58,0,0,1382,1382,468,511,0,0,0,41,362,1382,579,17,511,0,0,0,0,51,803,451,0,0,0,0,41,311,,,
09,001,022101,1,"Block Group 1, Census Tract 221.01, Fairfield County, Connecticut",090010221011,973,834,139,923,472,185,203,18,45,0,0,1591,1591,506,0,0,0,0,783,302,1591,224,224,0,0,0,0,0,0,1367,282,0,0,0,0,783,302,,,
09,001,022101,2,"Block Group 2, Census Tract 221.01, Fairfield County, Connecticut",090010221012,963,916,47,1198,451,375,172,104,96,0,0,1966,1966,407,176,0,283,0,962,138,1966,1004,407,176,0,283,0,0,138,962,0,0,0,0,0,962,0,,,
09,001,022102,1,"Block Group 1, Census Tract 221.02, Fairfield County, Connecticut",090010221021,1008,964,44,1070,106,129,122,516,184,0,13,1419,1419,1117,184,0,0,0,15,103,1419,1181,1005,176,0,0,0,0,0,238,112,8,0,0,0,15,103,,,
09,001,022102,2,"Block Group 2, Census Tract 221.02, Fairfield County, Connecticut",090010221022,1058,947,111,1199,108,511,253,270,57,0,0,1716,1716,1327,142,0,61,0,186,0,1716,789,586,142,0,61,0,0,0,927,741,0,0,0,0,186,0,,,
09,001,022102,3,"Block Group 3, Census Tract 221.02, Fairfield County, Connecticut",090010221023,430,331,99,641,129,326,110,49,27,0,0,1061,1061,311,294,0,0,0,213,243,1061,495,201,294,0,0,0,0,0,566,110,0,0,0,0,213,243,,,
09,001,022201,1,"Block Group 1, Census Tract 222.01, Fairfield County, Connecticut",090010222011,392,340,52,431,145,114,118,22,25,7,0,555,555,146,181,0,15,0,181,32,555,265,60,181,0,15,0,0,9,290,86,0,0,0,0,181,23,,,
09,001,022201,2,"Block Group 2, Census Tract 222.01, Fairfield County, Connecticut",090010222012,403,374,29,403,236,119,15,33,0,0,0,745,745,109,144,0,0,0,339,153,745,92,79,13,0,0,0,0,0,653,30,131,0,0,0,339,153,,,
09,001,022201,3,"Block Group 3, Census Tract 222.01, Fairfield County, Connecticut",090010222013,1597,1564,33,1589,32,75,138,781,411,77,75,1888,1888,1292,66,13,306,0,40,171,1888,1747,1251,66,13,306,0,14,97,141,41,0,0,0,0,26,74,,,
09,001,022202,1,"Block Group 1, Census Tract 222.02, Fairfield County, Connecticut",090010222021,1205,1143,62,1266,321,521,225,138,37,0,24,1977,1977,962,723,0,0,0,243,49,1977,1078,384,694,0,0,0,0,0,899,578,29,0,0,0,243,49,,,
09,001,022202,2,"Block Group 2, Census Tract 222.02, Fairfield County, Connecticut",090010222022,1405,1352,53,1415,0,92,213,642,331,126,11,1603,1603,1197,40,0,174,0,0,192,1603,1391,1129,40,0,174,0,0,48,212,68,0,0,0,0,0,144,,,
09,001,022202,3,"Block Group 3, Census Tract 222.02, Fairfield County, Connecticut",090010222023,379,379,0,516,7,61,50,303,78,17,0,592,592,498,17,0,20,0,27,30,592,580,486,17,0,20,0,27,30,12,12,0,0,0,0,0,0,,,
09,001,022300,1,"Block Group 1, Census Tract 223, Fairfield County, Connecticut",090010223001,1058,1057,1,1235,68,363,589,203,12,0,0,1441,1441,651,317,0,1,0,415,57,1441,574,322,251,0,1,0,0,0,867,329,66,0,0,0,415,57,,,
09,001,022300,2,"Block Group 2, Census Tract 223, Fairfield County, Connecticut",090010223002,1383,1134,249,1657,240,81,266,668,295,51,56,1944,1944,728,332,33,78,0,468,305,1944,1070,624,309,0,78,0,59,0,874,104,23,33,0,0,409,305,,,
09,001,022300,3,"Block Group 3, Census Tract 223, Fairfield County, Connecticut",090010223003,1072,1072,0,1273,6,761,345,91,70,0,0,2121,2121,235,1217,0,0,0,45,624,2121,1275,58,1217,0,0,0,0,0,846,177,0,0,0,0,45,624,,,
09,001,022400,1,"Block Group 1, Census Tract 224, Fairfield County, Connecticut",090010224001,763,674,89,938,11,89,123,382,200,118,15,1257,1257,1145,3,0,47,0,12,50,1257,1138,1042,2,0,47,0,12,35,119,103,1,0,0,0,0,15,,,
09,001,022400,2,"Block Group 2, Census Tract 224, Fairfield County, Connecticut",090010224002,516,454,62,625,5,112,50,195,191,68,4,913,913,840,0,13,12,0,19,29,913,852,798,0,13,12,0,0,29,61,42,0,0,0,0,19,0,,,
09,001,030100,1,"Block Group 1, Census Tract 301, Fairfield County, Connecticut",090010301001,1221,1219,2,1687,57,93,89,854,472,122,0,2323,2323,2131,52,0,75,0,16,49,2323,2213,2021,52,0,75,0,16,49,110,110,0,0,0,0,0,0,,,
09,001,030100,2,"Block Group 2, Census Tract 301, Fairfield County, Connecticut",090010301002,468,455,13,783,32,12,38,277,329,76,19,1145,1145,1025,8,0,71,0,5,36,1145,1089,998,8,0,71,0,0,12,56,27,0,0,0,0,5,24,,,
09,001,030200,1,"Block Group 1, Census Tract 302, Fairfield County, Connecticut",090010302001,437,427,10,549,9,38,47,327,66,60,2,1039,1039,939,0,0,68,0,6,26,1039,1018,924,0,0,68,0,0,26,21,15,0,0,0,0,6,0,,,
09,001,030200,2,"Block Group 2, Census Tract 302, Fairfield County, Connecticut",090010302002,483,456,27,738,0,0,74,426,185,53,0,1226,1226,933,0,0,145,0,0,148,1226,1213,920,0,0,145,0,0,148,13,13,0,0,0,0,0,0,,,
09,001,030200,3,"Block Group 3, Census Tract 302, Fairfield County, Connecticut",090010302003,561,526,35,669,0,65,60,283,200,48,13,1016,1016,844,0,0,19,0,27,126,1016,855,761,0,0,19,0,0,75,161,83,0,0,0,0,27,51,,,
09,001,030300,1,"Block Group 1, Census Tract 303, Fairfield County, Connecticut",090010303001,775,717,58,1117,0,10,41,576,358,93,39,1955,1955,1720,10,0,13,0,50,162,1955,1785,1685,9,0,13,0,13,65,170,35,1,0,0,0,37,97,,,
09,001,030300,2,"Block Group 2, Census Tract 303, Fairfield County, Connecticut",090010303002,343,322,21,466,0,10,57,197,141,24,37,793,793,664,33,0,46,0,17,33,793,744,632,33,0,46,0,0,33,49,32,0,0,0,0,17,0,,,
09,001,030300,3,"Block Group 3, Census Tract 303, Fairfield County, Connecticut",090010303003,772,735,37,1134,0,62,47,477,402,140,6,1768,1768,1683,0,0,63,0,8,14,1768,1678,1599,0,0,63,0,8,8,90,84,0,0,0,0,0,6,,,
09,001,030400,1,"Block Group 1, Census Tract 304, Fairfield County, Connecticut",090010304001,432,414,18,623,0,32,71,215,255,37,13,1073,1073,695,9,0,355,0,0,14,1073,1067,689,9,0,355,0,0,14,6,6,0,0,0,0,0,0,,,
09,001,030400,2,"Block Group 2, Census Tract 304, Fairfield County, Connecticut",090010304002,992,919,73,1181,26,90,99,667,204,72,23,2106,2106,1870,0,0,121,0,18,97,2106,2045,1838,0,0,121,0,18,68,61,32,0,0,0,0,0,29,,,
09,001,030400,3,"Block Group 3, Census Tract 304, Fairfield County, Connecticut",090010304003,562,459,103,695,27,63,27,446,120,12,0,1030,1030,777,31,0,81,0,69,72,1030,900,757,31,0,81,0,0,31,130,20,0,0,0,0,69,41,,,
09,001,030500,1,"Block Group 1, Census Tract 305, Fairfield County, Connecticut",090010305001,1446,1435,11,1628,72,87,142,739,414,69,105,2569,2569,2198,35,8,175,0,25,128,2569,2419,2125,27,0,175,0,0,92,150,73,8,8,0,0,25,36,,,
09,001,030500,2,"Block Group 2, Census Tract 305, Fairfield County, Connecticut",090010305002,701,631,70,824,0,10,105,411,238,49,11,1597,1597,1491,0,0,51,0,0,55,1597,1597,1491,0,0,51,0,0,55,0,0,0,0,0,0,0,0,,,
09,001,030500,3,"Block Group 3, Census Tract 305, Fairfield County, Connecticut",090010305003,807,717,90,1078,17,40,135,409,386,91,0,1845,1845,1815,0,0,30,0,0,0,1845,1811,1781,0,0,30,0,0,0,34,34,0,0,0,0,0,0,,,
09,001,035101,1,"Block Group 1, Census Tract 351.01, Fairfield County, Connecticut",090010351011,1040,945,95,1444,27,140,316,601,235,113,12,2081,2081,1529,0,0,467,0,0,85,2081,1819,1352,0,0,467,0,0,0,262,177,0,0,0,0,0,85,,,
09,001,035101,2,"Block Group 2, Census Tract 351.01, Fairfield County, Connecticut",090010351012,949,934,15,1269,0,110,224,273,444,187,31,2161,2161,2126,20,0,15,0,0,0,2161,2145,2110,20,0,15,0,0,0,16,16,0,0,0,0,0,0,,,
09,001,035102,1,"Block Group 1, Census Tract 351.02, Fairfield County, Connecticut",090010351021,500,465,35,858,1,22,144,342,328,7,14,1385,1385,1229,2,0,83,0,0,71,1385,1312,1157,1,0,83,0,0,71,73,72,1,0,0,0,0,0,,,
09,001,035102,2,"Block Group 2, Census Tract 351.02, Fairfield County, Connecticut",090010351022,688,688,0,898,0,44,233,303,157,139,22,1625,1625,1497,0,0,72,0,0,56,1625,1608,1480,0,0,72,0,0,56,17,17,0,0,0,0,0,0,,,
09,001,035102,3,"Block Group 3, Census Tract 351.02, Fairfield County, Connecticut",090010351023,352,335,17,553,0,12,47,298,159,37,0,811,811,796,0,0,15,0,0,0,811,699,684,0,0,15,0,0,0,112,112,0,0,0,0,0,0,,,
09,001,035200,1,"Block Group 1, Census Tract 352, Fairfield County, Connecticut",090010352001,969,936,33,1238,42,81,117,475,398,125,0,1795,1795,1575,0,0,20,0,1,199,1795,1572,1552,0,0,20,0,0,0,223,23,0,0,0,0,1,199,,,
09,001,035200,2,"Block Group 2, Census Tract 352, Fairfield County, Connecticut",090010352002,445,445,0,836,0,46,18,378,291,94,9,1325,1325,1205,0,0,60,0,0,60,1325,1234,1174,0,0,60,0,0,0,91,31,0,0,0,0,0,60,,,
09,001,035300,1,"Block Group 1, Census Tract 353, Fairfield County, Connecticut",090010353001,594,594,0,1038,4,26,106,509,266,111,16,1631,1631,1472,1,0,100,0,3,55,1631,1595,1436,1,0,100,0,3,55,36,36,0,0,0,0,0,0,,,
09,001,035300,2,"Block Group 2, Census Tract 353, Fairfield County, Connecticut",090010353002,1072,1067,5,1607,113,182,189,606,395,97,25,2439,2439,2108,46,0,236,0,0,49,2439,2374,2043,46,0,236,0,0,49,65,65,0,0,0,0,0,0,,,
09,001,035400,0,"Block Group 0, Census Tract 354, Fairfield County, Connecticut",090010354000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
09,001,035400,1,"Block Group 1, Census Tract 354, Fairfield County, Connecticut",090010354001,1130,929,201,1321,5,55,100,756,286,108,11,2351,2351,2223,5,6,55,0,1,61,2351,2347,2219,5,6,55,0,1,61,4,4,0,0,0,0,0,0,,,
09,001,035400,2,"Block Group 2, Census Tract 354, Fairfield County, Connecticut",090010354002,544,544,0,680,11,22,43,364,165,58,17,1138,1138,957,0,0,36,0,0,145,1138,973,884,0,0,36,0,0,53,165,73,0,0,0,0,0,92,,,
09,001,035400,3,"Block Group 3, Census Tract 354, Fairfield County, Connecticut",090010354003,268,238,30,469,0,18,13,244,167,21,6,681,681,568,0,0,113,0,0,0,681,681,568,0,0,113,0,0,0,0,0,0,0,0,0,0,0,,,
09,001,035400,4,"Block Group 4, Census Tract 354, Fairfield County, Connecticut",090010354004,563,554,9,718,0,18,38,299,256,100,7,1151,1151,956,69,0,56,0,0,70,1151,1151,956,69,0,56,0,0,70,0,0,0,0,0,0,0,0,,,
09,001,042500,1,"Block Group 1, Census Tract 425, Fairfield County, Connecticut",090010425001,795,747,48,1136,12,145,270,473,196,11,29,1518,1518,1331,144,0,32,0,0,11,1518,1494,1307,144,0,32,0,0,11,24,24,0,0,0,0,0,0,,,
