"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Median Household Income (In 2021 Inflation Adjusted Dollars)","Population Under 18 Years of Age for Whom Poverty Status Is Determined:","Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty","Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree","Civilian Population in Labor Force 16 Years and Over:","Civilian Population in Labor Force 16 Years and Over: Employed","Civilian Population in Labor Force 16 Years and Over: Unemployed","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"090010304002","Block Group 2, Census Tract 304, Fairfield County, Connecticut","ACSSF","ct","150","00","0001594",,,,,"09","001",,,"030400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010304002","Block Group 2",,,,250001,,,,1181,26,1155,1065,966,299,95,23,992,919,73,2106,2045,1838,0,0,121,0,18,68,61,32,0,0,0,0,0,29
"090010304003","Block Group 3, Census Tract 304, Fairfield County, Connecticut","ACSSF","ct","150","00","0001595",,,,,"09","001",,,"030400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010304003","Block Group 3",,,,106987,,,,695,27,668,605,578,132,12,0,562,459,103,1030,900,757,31,0,81,0,0,31,130,20,0,0,0,0,69,41
"090010305001","Block Group 1, Census Tract 305, Fairfield County, Connecticut","ACSSF","ct","150","00","0001596",,,,,"09","001",,,"030500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010305001","Block Group 1",,,,223651,,,,1628,72,1556,1469,1327,588,174,105,1446,1435,11,2569,2419,2125,27,0,175,0,0,92,150,73,8,8,0,0,25,36
"090010305002","Block Group 2, Census Tract 305, Fairfield County, Connecticut","ACSSF","ct","150","00","0001597",,,,,"09","001",,,"030500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010305002","Block Group 2",,,,250001,,,,824,0,824,814,709,298,60,11,701,631,70,1597,1597,1491,0,0,51,0,0,55,0,0,0,0,0,0,0,0
"090010305003","Block Group 3, Census Tract 305, Fairfield County, Connecticut","ACSSF","ct","150","00","0001598",,,,,"09","001",,,"030500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010305003","Block Group 3",,,,250001,,,,1078,17,1061,1021,886,477,91,0,807,717,90,1845,1811,1781,0,0,30,0,0,0,34,34,0,0,0,0,0,0
"090010351011","Block Group 1, Census Tract 351.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0001599",,,,,"09","001",,,"035101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010351011","Block Group 1",,,,111106,,,,1444,27,1417,1277,961,360,125,12,1040,945,95,2081,1819,1352,0,0,467,0,0,0,262,177,0,0,0,0,0,85
"090010351012","Block Group 2, Census Tract 351.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0001600",,,,,"09","001",,,"035101","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010351012","Block Group 2",,,,146185,,,,1269,0,1269,1159,935,662,218,31,949,934,15,2161,2145,2110,20,0,15,0,0,0,16,16,0,0,0,0,0,0
"090010351021","Block Group 1, Census Tract 351.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001601",,,,,"09","001",,,"035102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010351021","Block Group 1",,,,175655,,,,858,1,857,835,691,349,21,14,500,465,35,1385,1312,1157,1,0,83,0,0,71,73,72,1,0,0,0,0,0
"090010351022","Block Group 2, Census Tract 351.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001602",,,,,"09","001",,,"035102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010351022","Block Group 2",,,,219327,,,,898,0,898,854,621,318,161,22,688,688,0,1625,1608,1480,0,0,72,0,0,56,17,17,0,0,0,0,0,0
"090010351023","Block Group 3, Census Tract 351.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001603",,,,,"09","001",,,"035102","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010351023","Block Group 3",,,,169405,,,,553,0,553,541,494,196,37,0,352,335,17,811,699,684,0,0,15,0,0,0,112,112,0,0,0,0,0,0
"090010352001","Block Group 1, Census Tract 352, Fairfield County, Connecticut","ACSSF","ct","150","00","0001604",,,,,"09","001",,,"035200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010352001","Block Group 1",,,,250001,,,,1238,42,1196,1115,998,523,125,0,969,936,33,1795,1572,1552,0,0,20,0,0,0,223,23,0,0,0,0,1,199
"090010352002","Block Group 2, Census Tract 352, Fairfield County, Connecticut","ACSSF","ct","150","00","0001605",,,,,"09","001",,,"035200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010352002","Block Group 2",,,,250001,,,,836,0,836,790,772,394,103,9,445,445,0,1325,1234,1174,0,0,60,0,0,0,91,31,0,0,0,0,0,60
"090010353001","Block Group 1, Census Tract 353, Fairfield County, Connecticut","ACSSF","ct","150","00","0001606",,,,,"09","001",,,"035300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010353001","Block Group 1",,,,250001,,,,1038,4,1034,1008,902,393,127,16,594,594,0,1631,1595,1436,1,0,100,0,3,55,36,36,0,0,0,0,0,0
"090010353002","Block Group 2, Census Tract 353, Fairfield County, Connecticut","ACSSF","ct","150","00","0001607",,,,,"09","001",,,"035300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010353002","Block Group 2",,,,241875,,,,1607,113,1494,1312,1123,517,122,25,1072,1067,5,2439,2374,2043,46,0,236,0,0,49,65,65,0,0,0,0,0,0
"090010354000","Block Group 0, Census Tract 354, Fairfield County, Connecticut","ACSSF","ct","150","00","0001608",,,,,"09","001",,,"035400","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010354000","Block Group 0",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"090010354001","Block Group 1, Census Tract 354, Fairfield County, Connecticut","ACSSF","ct","150","00","0001609",,,,,"09","001",,,"035400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010354001","Block Group 1",,,,250001,,,,1321,5,1316,1261,1161,405,119,11,1130,929,201,2351,2347,2219,5,6,55,0,1,61,4,4,0,0,0,0,0,0
"090010354002","Block Group 2, Census Tract 354, Fairfield County, Connecticut","ACSSF","ct","150","00","0001610",,,,,"09","001",,,"035400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010354002","Block Group 2",,,,250001,,,,680,11,669,647,604,240,75,17,544,544,0,1138,973,884,0,0,36,0,0,53,165,73,0,0,0,0,0,92
"090010354003","Block Group 3, Census Tract 354, Fairfield County, Connecticut","ACSSF","ct","150","00","0001611",,,,,"09","001",,,"035400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010354003","Block Group 3",,,,250001,,,,469,0,469,451,438,194,27,6,268,238,30,681,681,568,0,0,113,0,0,0,0,0,0,0,0,0,0,0
"090010354004","Block Group 4, Census Tract 354, Fairfield County, Connecticut","ACSSF","ct","150","00","0001612",,,,,"09","001",,,"035400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010354004","Block Group 4",,,,250001,,,,718,0,718,700,662,363,107,7,563,554,9,1151,1151,956,69,0,56,0,0,70,0,0,0,0,0,0,0,0
"090010425001","Block Group 1, Census Tract 425, Fairfield County, Connecticut","ACSSF","ct","150","00","0001613",,,,,"09","001",,,"042500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010425001","Block Group 1",,,,141938,,,,1136,12,1124,979,709,236,40,29,795,747,48,1518,1494,1307,144,0,32,0,0,11,24,24,0,0,0,0,0,0
"090010425002","Block Group 2, Census Tract 425, Fairfield County, Connecticut","ACSSF","ct","150","00","0001614",,,,,"09","001",,,"042500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010425002","Block Group 2",,,,119219,,,,978,15,963,645,442,209,46,0,794,794,0,1332,1280,875,280,0,0,15,0,110,52,17,0,0,0,0,16,19
"090010425003","Block Group 3, Census Tract 425, Fairfield County, Connecticut","ACSSF","ct","150","00","0001615",,,,,"09","001",,,"042500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010425003","Block Group 3",,,,143889,,,,613,17,596,520,326,134,50,0,426,405,21,783,763,719,0,0,5,0,0,39,20,20,0,0,0,0,0,0
"090010426001","Block Group 1, Census Tract 426, Fairfield County, Connecticut","ACSSF","ct","150","00","0001616",,,,,"09","001",,,"042600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010426001","Block Group 1",,,,198543,,,,924,8,916,594,465,256,133,3,734,724,10,1073,1052,957,82,0,13,0,0,0,21,0,0,0,0,0,0,21
"090010426002","Block Group 2, Census Tract 426, Fairfield County, Connecticut","ACSSF","ct","150","00","0001617",,,,,"09","001",,,"042600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010426002","Block Group 2",,,,106833,,,,621,48,573,416,269,76,12,5,480,403,77,953,953,709,96,0,120,0,0,28,0,0,0,0,0,0,0,0
"090010426003","Block Group 3, Census Tract 426, Fairfield County, Connecticut","ACSSF","ct","150","00","0001618",,,,,"09","001",,,"042600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010426003","Block Group 3",,,,135114,,,,646,55,591,524,443,259,38,21,584,535,49,914,822,668,55,0,60,0,0,39,92,92,0,0,0,0,0,0
"090010426004","Block Group 4, Census Tract 426, Fairfield County, Connecticut","ACSSF","ct","150","00","0001619",,,,,"09","001",,,"042600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010426004","Block Group 4",,,,67314,,,,1301,110,1191,799,426,188,0,0,1151,1151,0,1661,1196,623,429,0,144,0,0,0,465,316,0,0,0,0,0,149
"090010427001","Block Group 1, Census Tract 427, Fairfield County, Connecticut","ACSSF","ct","150","00","0001620",,,,,"09","001",,,"042700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010427001","Block Group 1",,,,63720,,,,1056,212,844,654,403,171,27,10,830,798,32,1533,804,639,32,0,104,0,0,29,729,110,0,0,0,0,99,520
"090010427002","Block Group 2, Census Tract 427, Fairfield County, Connecticut","ACSSF","ct","150","00","0001621",,,,,"09","001",,,"042700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010427002","Block Group 2",,,,127574,,,,988,50,938,864,517,311,30,0,794,779,15,1242,1208,730,332,0,104,0,0,42,34,24,0,0,0,0,10,0
"090010427003","Block Group 3, Census Tract 427, Fairfield County, Connecticut","ACSSF","ct","150","00","0001622",,,,,"09","001",,,"042700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010427003","Block Group 3",,,,120798,,,,1340,19,1321,1059,826,443,159,37,1187,1118,69,1477,1376,879,149,0,321,0,0,27,101,19,0,0,0,0,4,78
"090010427004","Block Group 4, Census Tract 427, Fairfield County, Connecticut","ACSSF","ct","150","00","0001623",,,,,"09","001",,,"042700","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010427004","Block Group 4",,,,98889,,,,1051,209,842,678,345,209,44,28,689,624,65,1334,930,930,0,0,0,0,0,0,404,296,0,21,0,19,53,15
"090010428001","Block Group 1, Census Tract 428, Fairfield County, Connecticut","ACSSF","ct","150","00","0001624",,,,,"09","001",,,"042800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010428001","Block Group 1",,,,90658,,,,1221,32,1189,830,616,327,69,19,858,797,61,1779,1517,1312,128,0,40,0,0,37,262,121,56,0,0,0,19,66
"090010428002","Block Group 2, Census Tract 428, Fairfield County, Connecticut","ACSSF","ct","150","00","0001625",,,,,"09","001",,,"042800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010428002","Block Group 2",,,,108148,,,,1037,78,959,766,412,180,47,27,753,743,10,1254,1047,830,180,0,36,0,1,0,207,49,0,0,0,0,66,92
"090010428003","Block Group 3, Census Tract 428, Fairfield County, Connecticut","ACSSF","ct","150","00","0001626",,,,,"09","001",,,"042800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010428003","Block Group 3",,,,94402,,,,1362,134,1228,1022,568,216,55,20,1185,1058,127,1996,1606,1293,251,0,25,0,0,37,390,199,0,0,66,0,5,120
"090010429001","Block Group 1, Census Tract 429, Fairfield County, Connecticut","ACSSF","ct","150","00","0001627",,,,,"09","001",,,"042900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010429001","Block Group 1",,,,132976,,,,774,41,733,606,550,261,71,19,584,537,47,957,867,767,65,0,3,0,0,32,90,90,0,0,0,0,0,0
"090010429002","Block Group 2, Census Tract 429, Fairfield County, Connecticut","ACSSF","ct","150","00","0001628",,,,,"09","001",,,"042900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010429002","Block Group 2",,,,180435,,,,480,0,480,449,368,174,51,0,395,375,20,662,633,618,0,0,0,0,0,15,29,29,0,0,0,0,0,0
"090010430001","Block Group 1, Census Tract 430, Fairfield County, Connecticut","ACSSF","ct","150","00","0001629",,,,,"09","001",,,"043000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010430001","Block Group 1",,,,116250,,,,879,36,843,681,431,206,43,11,670,660,10,1106,915,831,33,0,10,0,8,33,191,0,0,0,0,0,0,191
"090010430002","Block Group 2, Census Tract 430, Fairfield County, Connecticut","ACSSF","ct","150","00","0001630",,,,,"09","001",,,"043000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010430002","Block Group 2",,,,105179,,,,760,288,472,373,133,56,15,10,586,559,27,1038,519,239,268,0,0,0,0,12,519,0,12,0,0,0,457,50
"090010430003","Block Group 3, Census Tract 430, Fairfield County, Connecticut","ACSSF","ct","150","00","0001631",,,,,"09","001",,,"043000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010430003","Block Group 3",,,,106691,,,,744,58,686,619,405,124,32,0,596,577,19,1053,759,656,55,0,32,0,0,16,294,256,0,0,0,0,7,31
"090010431001","Block Group 1, Census Tract 431, Fairfield County, Connecticut","ACSSF","ct","150","00","0001632",,,,,"09","001",,,"043100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010431001","Block Group 1",,,,235104,,,,1497,144,1353,1142,1016,500,154,9,993,891,102,2357,2129,1838,186,0,101,0,0,4,228,151,0,0,20,0,0,57
"090010431002","Block Group 2, Census Tract 431, Fairfield County, Connecticut","ACSSF","ct","150","00","0001633",,,,,"09","001",,,"043100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010431002","Block Group 2",,,,163640,,,,1059,23,1036,920,597,246,64,0,641,597,44,1415,1375,1017,62,0,100,0,1,195,40,22,17,0,0,0,0,1
"090010431003","Block Group 3, Census Tract 431, Fairfield County, Connecticut","ACSSF","ct","150","00","0001634",,,,,"09","001",,,"043100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010431003","Block Group 3",,,,111250,,,,40,0,40,40,14,2,1,1,27,27,0,40,14,14,0,0,0,0,0,0,26,12,0,0,0,0,0,14
"090010431004","Block Group 4, Census Tract 431, Fairfield County, Connecticut","ACSSF","ct","150","00","0001635",,,,,"09","001",,,"043100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010431004","Block Group 4",,,,113375,,,,560,50,510,436,348,161,54,26,322,294,28,784,615,493,38,0,79,0,5,0,169,24,111,0,0,0,17,17
"090010432001","Block Group 1, Census Tract 432, Fairfield County, Connecticut","ACSSF","ct","150","00","0001636",,,,,"09","001",,,"043200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010432001","Block Group 1",,,,62574,,,,2078,689,1389,1039,709,392,58,23,1285,1200,85,2501,1311,724,250,0,144,0,0,193,1190,1004,32,28,0,0,15,111
"090010432002","Block Group 2, Census Tract 432, Fairfield County, Connecticut","ACSSF","ct","150","00","0001637",,,,,"09","001",,,"043200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010432002","Block Group 2",,,,119519,,,,643,134,509,390,257,110,24,3,528,452,76,840,640,400,23,0,104,0,0,113,200,96,0,0,0,0,78,26
"090010433001","Block Group 1, Census Tract 433, Fairfield County, Connecticut","ACSSF","ct","150","00","0001638",,,,,"09","001",,,"043300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010433001","Block Group 1",,,,81250,,,,1086,184,902,680,363,70,34,0,934,907,27,1559,888,601,173,0,36,0,0,78,671,119,34,0,0,0,284,234
"090010433002","Block Group 2, Census Tract 433, Fairfield County, Connecticut","ACSSF","ct","150","00","0001639",,,,,"09","001",,,"043300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010433002","Block Group 2",,,,137969,,,,993,0,993,790,493,128,35,0,819,805,14,1400,1001,654,219,0,21,0,0,107,399,157,18,0,0,0,0,224
"090010434001","Block Group 1, Census Tract 434, Fairfield County, Connecticut","ACSSF","ct","150","00","0001640",,,,,"09","001",,,"043400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010434001","Block Group 1",,,,99000,,,,519,60,459,377,233,79,8,0,421,421,0,652,385,371,14,0,0,0,0,0,267,170,0,0,0,0,97,0
"090010434002","Block Group 2, Census Tract 434, Fairfield County, Connecticut","ACSSF","ct","150","00","0001641",,,,,"09","001",,,"043400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010434002","Block Group 2",,,,56017,,,,1739,319,1420,913,515,134,9,9,1335,1220,115,2308,1719,953,377,44,335,0,0,10,589,261,0,0,0,0,68,260
"090010434003","Block Group 3, Census Tract 434, Fairfield County, Connecticut","ACSSF","ct","150","00","0001642",,,,,"09","001",,,"043400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010434003","Block Group 3",,,,96455,,,,1357,277,1080,823,580,354,219,47,1173,1154,19,1730,975,808,61,0,83,0,23,0,755,578,0,0,0,0,112,65
"090010435001","Block Group 1, Census Tract 435, Fairfield County, Connecticut","ACSSF","ct","150","00","0001643",,,,,"09","001",,,"043500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010435001","Block Group 1",,,,100714,,,,947,77,870,639,440,191,49,3,720,689,31,1259,954,737,125,13,58,0,0,21,305,267,0,0,0,0,13,25
"090010435002","Block Group 2, Census Tract 435, Fairfield County, Connecticut","ACSSF","ct","150","00","0001644",,,,,"09","001",,,"043500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010435002","Block Group 2",,,,126442,,,,972,154,818,533,365,173,16,0,860,732,128,1300,885,739,105,0,4,0,0,37,415,91,0,0,0,0,0,324
"090010436001","Block Group 1, Census Tract 436, Fairfield County, Connecticut","ACSSF","ct","150","00","0001645",,,,,"09","001",,,"043600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010436001","Block Group 1",,,,146125,,,,911,11,900,590,347,97,16,0,639,576,63,1197,879,787,68,0,14,0,0,10,318,46,0,0,0,0,159,113
"090010436002","Block Group 2, Census Tract 436, Fairfield County, Connecticut","ACSSF","ct","150","00","0001646",,,,,"09","001",,,"043600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010436002","Block Group 2",,,,94861,,,,730,93,637,481,315,137,10,0,736,703,33,916,710,628,0,0,82,0,0,0,206,39,47,0,0,0,87,33
"090010436003","Block Group 3, Census Tract 436, Fairfield County, Connecticut","ACSSF","ct","150","00","0001647",,,,,"09","001",,,"043600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010436003","Block Group 3",,,,,,,,915,60,855,542,313,127,47,36,457,432,25,1191,1038,570,141,0,73,0,236,18,153,20,0,55,0,0,0,78
"090010437001","Block Group 1, Census Tract 437, Fairfield County, Connecticut","ACSSF","ct","150","00","0001648",,,,,"09","001",,,"043700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010437001","Block Group 1",,,,74570,,,,1080,58,1022,831,663,406,130,101,932,855,77,1278,874,459,88,6,305,0,0,16,404,245,0,0,0,0,149,10
"090010437002","Block Group 2, Census Tract 437, Fairfield County, Connecticut","ACSSF","ct","150","00","0001649",,,,,"09","001",,,"043700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010437002","Block Group 2",,,,71000,,,,1326,85,1241,1058,757,400,118,32,1307,1197,110,1755,1177,468,513,0,90,0,0,106,578,253,16,0,0,0,169,140
"090010438001","Block Group 1, Census Tract 438, Fairfield County, Connecticut","ACSSF","ct","150","00","0001650",,,,,"09","001",,,"043800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010438001","Block Group 1",,,,51431,,,,503,14,489,415,199,22,0,0,385,301,84,667,646,490,0,0,104,0,52,0,21,0,0,0,0,0,21,0
"090010438002","Block Group 2, Census Tract 438, Fairfield County, Connecticut","ACSSF","ct","150","00","0001651",,,,,"09","001",,,"043800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010438002","Block Group 2",,,,83030,,,,1155,95,1060,897,708,359,272,22,989,989,0,1328,862,341,263,0,258,0,0,0,466,98,0,0,0,0,328,40
"090010438003","Block Group 3, Census Tract 438, Fairfield County, Connecticut","ACSSF","ct","150","00","0001652",,,,,"09","001",,,"043800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010438003","Block Group 3",,,,93995,,,,403,66,337,267,117,71,44,44,368,327,41,563,503,367,26,0,107,0,1,2,60,22,0,0,0,0,12,26
"090010438004","Block Group 4, Census Tract 438, Fairfield County, Connecticut","ACSSF","ct","150","00","0001653",,,,,"09","001",,,"043800","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010438004","Block Group 4",,,,96287,,,,677,51,626,358,353,74,19,19,706,652,54,1041,535,195,81,0,244,0,7,8,506,242,17,10,0,0,18,219
"090010438005","Block Group 5, Census Tract 438, Fairfield County, Connecticut","ACSSF","ct","150","00","0001654",,,,,"09","001",,,"043800","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010438005","Block Group 5",,,,56302,,,,892,36,856,760,309,153,45,45,619,619,0,1476,1134,515,435,0,139,0,0,45,342,248,0,0,0,0,43,51
"090010438006","Block Group 6, Census Tract 438, Fairfield County, Connecticut","ACSSF","ct","150","00","0001655",,,,,"09","001",,,"043800","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010438006","Block Group 6",,,,59651,,,,1292,284,1008,640,366,118,15,15,1119,986,133,2086,670,465,175,0,30,0,0,0,1416,246,0,16,0,0,1084,70
"090010439001","Block Group 1, Census Tract 439, Fairfield County, Connecticut","ACSSF","ct","150","00","0001656",,,,,"09","001",,,"043900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010439001","Block Group 1",,,,82458,,,,1508,140,1368,968,511,146,13,0,1301,1247,54,2022,1249,1096,0,0,55,0,0,98,773,507,0,0,0,0,231,35
